1.52400487221916e-004	5.02267573696145e-001
8.28004343629344e-004	5.03968253968254e-001
1.33588626892198e-003	4.77324263038549e-001
1.79713354936569e-003	4.43877551020408e-001
2.13647959183673e-003	4.08163265306122e-001
2.46644124992339e-003	3.72448979591837e-001
2.73078403658761e-003	3.35034013605442e-001
2.92012356744500e-003	2.95918367346939e-001
2.98619729423301e-003	2.86848072562358e-001
3.19430559385917e-003	2.47732426303855e-001
3.43051916712631e-003	2.09750566893424e-001
3.58234510020224e-003	1.70068027210884e-001
4.05549043941901e-003	7.70975056689343e-002
4.20731637249494e-003	3.74149659863945e-002
4.43562982625483e-003	-3.57142857142857e-002
4.69999655267513e-003	-7.36961451247166e-002
4.87059125451983e-003	-1.13378684807256e-001
4.94738999203285e-003	-1.54195011337869e-001
5.11798469387755e-003	-1.93877551020408e-001
5.36358265152908e-003	-2.31859410430839e-001
5.47717679414108e-003	-2.55102040816326e-001
5.54356173775817e-003	-2.71541950113379e-001
5.66608540938898e-003	-2.84013605442177e-001
5.98668662284734e-003	-3.20294784580499e-001
6.59743768002697e-003	-3.38435374149660e-001
6.70997847337133e-003	-3.36734693877551e-001
7.14975179260894e-003	-3.06122448979592e-001
7.48586596800883e-003	-2.65306122448980e-001
7.72847145615003e-003	-2.32426303854875e-001
7.90512291628363e-003	-1.93310657596372e-001
8.13810462247962e-003	-1.54761904761905e-001
8.39926342158485e-003	-1.16780045351474e-001
8.53835340442483e-003	-7.70975056689343e-002
8.66803506312435e-003	-3.68480725623582e-002
8.81650943034872e-003	2.83446712018143e-003
9.02133798339155e-003	4.13832199546484e-002
9.16042796623154e-003	8.10657596371882e-002
9.33705548660906e-003	1.20748299319728e-001
9.40147737022737e-003	1.50793650793651e-001
9.49491423821781e-003	1.60430839002268e-001
9.57810489060489e-003	1.90476190476190e-001
9.67963339615125e-003	2.30725623582766e-001
9.90323071796286e-003	2.69274376417234e-001
1.01644134568242e-002	3.06689342403628e-001
1.06494089753018e-002	3.77551020408163e-001
1.09203830744009e-002	4.05328798185941e-001
1.10045552567874e-002	4.12131519274376e-001
1.15959869308084e-002	4.07029478458050e-001
1.20102644098180e-002	3.74716553287982e-001
1.21613960899675e-002	3.51473922902494e-001
1.22746311362383e-002	3.36734693877551e-001
1.23695043895937e-002	3.12358276643991e-001
1.25963575182325e-002	2.73809523809524e-001
1.27387990669241e-002	2.34126984126984e-001
1.29562678111785e-002	1.95578231292517e-001
1.32018657688301e-002	1.57596371882086e-001
1.32786645063431e-002	1.16780045351474e-001
1.34680040372005e-002	7.76643990929706e-002
1.35447788349574e-002	3.74149659863945e-002
1.38934613823007e-002	2.83446712018143e-003
1.39625515183551e-002	-7.76643990929705e-002
1.40359268707483e-002	-3.74149659863946e-002
1.40674794692652e-002	-1.17913832199546e-001
1.42380741711099e-002	-1.57596371882086e-001
1.44180532573390e-002	-1.97278911564626e-001
1.45886479591837e-002	-2.36961451247166e-001
1.47498582766440e-002	-2.76643990929705e-001
1.49204529784887e-002	-3.16326530612245e-001
1.51660509361402e-002	-3.54308390022676e-001
1.53460300223693e-002	-3.93990929705215e-001
1.57977492798921e-002	-4.24036281179138e-001
1.63607884031991e-002	-4.23469387755102e-001
1.66126585769443e-002	-3.87755102040816e-001
1.69399389823497e-002	-3.59977324263039e-001
1.72010977814549e-002	-3.21995464852608e-001
1.74059263344978e-002	-2.83446712018141e-001
1.75544007017221e-002	-2.43764172335601e-001
1.77498209306245e-002	-2.04648526077097e-001
1.77595883511062e-002	-2.13718820861678e-001
1.79080627183306e-002	-1.74036281179138e-001
1.80471287614145e-002	-1.33786848072562e-001
1.81120773196666e-002	-1.16213151927438e-001
1.83450590258626e-002	-7.76643990929705e-002
1.83621041321934e-002	-3.68480725623582e-002
1.85387316525709e-002	2.83446712018143e-003
1.86872060197953e-002	4.25170068027212e-002
1.88356803870197e-002	8.21995464852607e-002
1.89653620457192e-002	1.22448979591837e-001
1.90856593200343e-002	1.62698412698413e-001
1.92341336872587e-002	2.02380952380952e-001
1.94938082214868e-002	2.75510204081633e-001
1.96986367745296e-002	3.14058956916100e-001
1.98752882346632e-002	3.53174603174603e-001
2.01270626493841e-002	3.91156462585034e-001
2.04631050055157e-002	4.33673469387755e-001
2.07158370104799e-002	4.48979591836735e-001
2.10538903061225e-002	4.43877551020408e-001
2.13363554881412e-002	4.21768707482993e-001
2.15062319973034e-002	3.99092970521542e-001
